"","b","hub","c"
"Ruminococcus_gnavus",0,7,6
"Dialister_invisus",0,1,1
"Turicibacter_sanguinis",0.00519396947968376,8,1
"Erysipelatoclostridium_ramosum",0,7,6
"Intestinibacter_bartlettii",0.0367714653428939,3,1
"Dorea_formicigenerans",0,1,24
"Streptococcus_salivarius",0,1,19
"Dorea_sp_CAG_317",0,8,4
"Propionibacterium_freudenreichii",0.00410614696328982,9,9
"Clostridium_innocuum",0,8,5
"Klebsiella_pneumoniae",0.00113378684807256,7,9
"Streptococcus_mitis",0.00147085861371576,10,2
"Prevotella_sp_CAG_873",0,4,10
"Ruminococcus_torques",0,1,18
"Eubacterium_sp_CAG_251",0,1,20
"Haemophilus_parainfluenzae",0,8,3
"Paraprevotella_xylaniphila",0,1,15
"Bacteroides_ovatus",0,1,16
"Dorea_longicatena",0.00018385732671447,2,12
"Bifidobacterium_dentium",0,1,7
"Blautia_obeum",0.00018385732671447,2,12
"Bacteroides_massiliensis",0,1,25
"Parabacteroides_johnsonii",0.00481093338236195,7,9
"Veillonella_dispar",0.0398970398970399,8,1
"Veillonella_infantium",0,8,3
"Veillonella_atypica",0,8,3
"Bifidobacterium_animalis",0,6,8
"Catenibacterium_mitsuokai",0,1,9
"Streptococcus_parasanguinis",0,1,19
"Eubacterium_ventriosum",0,1,18
"Coprococcus_catus",0,1,12
"Eubacterium_hallii",0,1,12
"Bacteroides_cellulosilyticus",0,1,25
"Veillonella_sp_T11011_6",0,8,3
"Eubacterium_ramulus",0,1,24
"Monoglobus_pectinilyticus",0.02426916712631,9,5
"Coprobacillus_cateniformis",0,1,9
"Asaccharobacter_celatus",0,1,23
"Adlercreutzia_equolifaciens",0,1,23
"Alistipes_onderdonkii",0,1,7
"Hungatella_hathewayi",0,1,7
"Holdemania_filiformis",0,2,2
"Parvimonas_micra",0,8,5
"Collinsella_stercoris",9.19286633572348e-05,2,16
"Eubacterium_sp_CAG_274",0,2,2
"Anaeromassilibacillus_sp_An250",0,1,22
"Flavonifractor_sp_An100",0,8,5
"Ruminococcus_obeum_CAG_39",0,1,7
"Anaerotruncus_colihominis",0.00193050193050193,8,7
"Roseburia_sp_CAG_471",0.0293252436109579,3,1
"Gemella_morbillorum",0,8,5
"Collinsella_intestinalis",0,1,20
"Streptococcus_milleri",0,8,5
"Harryflintia_acetispora",0,8,5
"Atopobium_rimae",0,8,5
"Clostridium_symbiosum",0,1,1
"Enterorhabdus_caecimuris",0,8,5
"Firmicutes_bacterium_CAG_170",0,1,16
"Streptococcus_anginosus_group",0.00410614696328982,9,9
"Lactobacillus_paragasseri",0.00410614696328982,9,9
"Lactobacillus_gasseri",0,3,15
"Lactobacillus_fermentum",0.000229821658393087,8,7
"Sanguibacteroides_justesenii",0,8,2
"Prevotella_sp_CAG_755",0,8,2
"Clostridium_sp_CAG_590",0,8,2
"Ruminococcus_sp_CAG_403",0,3,13
"Firmicutes_bacterium_CAG_95",0,2,1
"Butyricimonas_synergistica",0.0371391799963229,3,1
"Streptococcus_vestibularis",0.0319911748483177,6,9
"Coprobacter_secundus",0,1,1
"Gemella_sanguinis",0,8,2
"Clostridium_leptum",0.0334620334620335,2,1
"Oscillibacter_sp_PC13",0,8,2
"Clostridium_citroniae",0,8,2
"Pseudoflavonifractor_capillosus",0,8,2
"Methanosphaera_stadtmanae",0,8,2
"Bacteroides_faecis",0.000459643316786174,3,15
"Actinomyces_odontolyticus",0,6,7
"Turicimonas_muris",0,3,11
"Bacteroides_nordii",0.00519396947968376,8,1
"Anaerotruncus_sp_CAG_528",0,8,3
"Bacteroides_coprocola",6.12857755714899e-05,3,9
"Bacteroides_faecis_CAG_32",0.000827357970215113,5,15
"Veillonella_parvula",0.0104798676227248,2,1
"Bifidobacterium_angulatum",0,3,11
"Blastocystis_sp_subtype_1",0,8,3
"Bacteroides_coprophilus",0,8,3
"Prevotella_bivia",0,8,3
"Allisonella_histaminiformans",0,8,3
"Paraprevotella_clara",0,2,15
"Sutterella_parvirubra",0.00717043574186431,2,1
"Firmicutes_bacterium_CAG_555",0,1,21
"Actinomyces_sp_oral_taxon_448",0,1,21
"Bacteroides_sp_CAG_633",0,3,13
"Acidaminococcus_fermentans",0.00410614696328982,9,9
"Klebsiella_variicola",0.00113378684807256,7,9
"Bifidobacterium_catenulatum",0.00367714653428939,6,9
"Streptococcus_gordonii",0.00410614696328982,9,9
"Enterococcus_faecalis",0.00193050193050193,8,7
"Bifidobacterium_pseudocatenulatum",0,3,13
"Prevotella_sp_CAG_1185",0,3,13
"Pseudoflavonifractor_sp_An184",0,1,22
"Roseburia_sp_CAG_303",0,6,1
"Prevotella_sp_CAG_1092",0,4,10
"Streptococcus_lutetiensis",0,7,6
"Butyricicoccus_pullicaecorum",0,7,6
"Absiella_dolichum",0,7,6
"Eubacterium_dolichum_CAG_375",0,7,6
"Tyzzerella_nexilis",0,7,6
"Eisenbergiella_massiliensis",0,7,6
"Clostridium_sp_CAG_242",0.0380584666298952,8,1
"Prevotella_sp_AM42_24",0.00519396947968376,8,1
"Butyrivibrio_sp_CAG_318",0.00519396947968376,8,1
"Alistipes_sp_An66",0.00519396947968376,8,1
"Haemophilus_sp_HMSC71H05",0.00519396947968376,8,1
"Megasphaera_elsdenii",0,6,8
"Acidaminococcus_intestini",0,6,8
"Faecalitalea_cylindroides",0,8,4
"Enorma_massiliensis",0,1,17
"Anaerotignum_lactatifermentans",0,8,4
"Desulfovibrio_fairfieldensis",0,1,17
"Prevotella_sp_CAG_1320",0,8,4
"Prevotella_sp_CAG_617",0,8,4
"Flavonifractor_sp_An10",0,8,4
"Alistipes_timonensis",0,8,4
"Clostridium_sp_CAG_299",0,8,4
"Anaerofilum_sp_An201",0,8,4
"Dialister_succinatiphilus",0,3,15
"Enterobacter_cloacae_complex",0,3,15
"Ruminococcus_sp_CAG_488",0,4,10
"Mitsuokella_jalaludinii",0,3,14
"Phascolarctobacterium_sp_CAG_266",0.00367714653428939,2,1
"Dielma_fastidiosa",3.06428877857449e-05,4,11
"Prevotella_sp_CAG_924",3.06428877857449e-05,4,11
"Lactobacillus_amylovorus",3.06428877857449e-05,4,11
"Clostridium_sp_CAG_964",0,6,8
"Lactobacillus_kefiranofaciens",0,6,8
"Lactobacillus_acidophilus",0,6,8
"Varibaculum_cambriense",0,6,8
"Hafnia_paralvei",0.000229821658393087,8,7
"Hafnia_alvei",0.000229821658393087,8,7
"Bacteroides_sp_43_108",0.000229821658393087,8,7
"Clostridium_asparagiforme",0.000229821658393087,8,7
"Clostridium_lavalense",0.000229821658393087,8,7
"Clostridium_sp_CAG_413",0,3,14
"Bacteroides_sp_CAG_598",0,3,14
"Mitsuokella_multacida",0,3,14
"Firmicutes_bacterium_CAG_534",0,4,10
"Prevotella_sp_885",0,4,10
