SampleID,T2,Prediction T2,Q,Prediction Q,Combined Index,Combined Prediction
SRR5935802,10.053851932950003,Healthy,30.117490278449242,Unhealthy,7.722911005043762,Unhealthy
SRR5947102,11.713504639840556,Healthy,9.497123576608237,Unhealthy,2.9019706374370142,Unhealthy
SRR5946673,15.72939280048256,Healthy,28.78846892384416,Unhealthy,7.716368975308615,Unhealthy
ERR209749,23.141911071496395,Unhealthy,17.290206552142674,Unhealthy,5.38248007161822,Unhealthy
SRR5935984,8.986428196550992,Healthy,2.8570430594909255,Healthy,1.1713963508539875,Healthy
SRR5946630,13.521667692191022,Healthy,11.246803255200561,Unhealthy,3.417498273530144,Unhealthy
ERR210591,21.327362979893913,Unhealthy,2.269532948099988,Healthy,1.705565175859223,Unhealthy
ERR209748,23.060198030083935,Unhealthy,16.944618450395097,Unhealthy,5.295700432452502,Unhealthy
ERR209746,9.35628360852973,Healthy,6.488839400126776,Unhealthy,2.0566624236754443,Unhealthy
SRR5946772,11.252264526900335,Healthy,7.93333223753618,Unhealthy,2.5042940816055648,Unhealthy
SRR5947017,3.6214599762981865,Healthy,3.7946756106338975,Healthy,1.101677537053535,Healthy
ERR210092,4.6051489834530575,Healthy,5.696624457137755,Unhealthy,1.6084384947774646,Healthy
SRR5936223,20.518080913075163,Unhealthy,2.144425983835187,Healthy,1.6315596929223244,Healthy
SRR5935968,7.023947341666758,Healthy,1.5529413783109434,Healthy,0.7535721993862765,Healthy
SRR5936041,1.7430783211573027,Healthy,4.931894218444239,Unhealthy,1.2699490435464424,Healthy
SRR5947832,6.308059010762382,Healthy,9.946082546074962,Unhealthy,2.71364288059119,Unhealthy
SRR5946834,3.055379549215388,Healthy,3.9118404036554697,Healthy,1.0986637350834227,Healthy
SRR5946952,4.501698157797999,Healthy,3.8053954830770818,Healthy,1.1523128750722347,Healthy
SRR5983277,4.263613258244222,Healthy,4.093597334808207,Healthy,1.2079550159278614,Healthy
ERR209162,4.6051489834530575,Healthy,5.696624457137755,Unhealthy,1.6084384947774646,Healthy
SRR5983459,6.736220916885502,Healthy,30.061411207150357,Unhealthy,7.528331828897137,Unhealthy
ERR209740,12.71865202914003,Healthy,5.5588511355811,Unhealthy,2.018812429321987,Unhealthy
ERR210283,4.6706932158268035,Healthy,5.217852104047262,Unhealthy,1.4979792456300545,Healthy
SRR5947838,8.64880486139148,Healthy,4.16311723063815,Healthy,1.4640498996314726,Healthy
ERR210523,4.6051489834530575,Healthy,5.696624457137755,Unhealthy,1.6084384947774646,Healthy
SRR5983376,7.752563160871594,Healthy,1.5520807485655144,Healthy,0.7931669700351159,Healthy
SRR5947081,2.817587026392044,Healthy,4.134508890784997,Healthy,1.138712353611154,Healthy
SRR5983422,5.83280580430064,Healthy,2.911988150035028,Healthy,1.0122209652263854,Healthy
SRR5983333,2.9615721956288303,Healthy,3.8705232925271775,Healthy,1.0836982345459931,Healthy
SRR5946762,8.863573862477725,Healthy,5.084023411020598,Unhealthy,1.69513346035317,Unhealthy
SRR5936132,3.03356759002861,Healthy,4.194609598730864,Healthy,1.1648255130969343,Healthy
ERR210592,7.047094680501683,Healthy,5.628246426635903,Unhealthy,1.7255397817074907,Unhealthy
SRR5935975,4.601127533000031,Healthy,2.5824632446669162,Healthy,0.866451971895475,Healthy
SRR5946689,2.2130405984388997,Healthy,3.8012967293494153,Healthy,1.0263214119691557,Healthy
