SampleID,T2,Prediction T2,Q,Prediction Q,Combined Index,Combined Prediction
SRR5946702,2.4689088005653415,Healthy,4.4122272830825855,Unhealthy,1.1858163952915377,Healthy
SRR5935764,2.362152213224845,Healthy,4.788267827107704,Unhealthy,1.2695546211302704,Healthy
SRR5936213,5.2671333178277795,Healthy,3.687850066678758,Healthy,1.1661255289965156,Healthy
SRR5946708,2.643769530214662,Healthy,3.693285275627369,Healthy,1.024122048807338,Healthy
SRR5936199,15.792269282906771,Healthy,20.574845248178004,Unhealthy,5.763387852922755,Unhealthy
ERR209248,4.657683843613435,Healthy,5.323273612821382,Unhealthy,1.5223791358303989,Healthy
ERR209403,4.332039782024708,Healthy,5.081573649978696,Unhealthy,1.4470203330335074,Healthy
SRR5983408,2.607353807367206,Healthy,4.971539026346834,Unhealthy,1.32660211340773,Healthy
SRR5946868,4.657683843613435,Healthy,5.323273612821382,Unhealthy,1.5223791358303989,Healthy
SRR5935797,19.471982388068614,Unhealthy,7.310034811512832,Unhealthy,2.8048221387729875,Unhealthy
SRR5936124,16.257735238368475,Healthy,20.517841539744243,Unhealthy,5.7752355714413905,Unhealthy
SRR5946961,20.369033646295957,Unhealthy,10.182493649465808,Unhealthy,3.5380178831070195,Unhealthy
SRR5935851,10.25016239601263,Healthy,30.011859324452484,Unhealthy,7.708473829037602,Unhealthy
SRR5946664,13.918945078054774,Healthy,3.0471983654108232,Healthy,1.4861225556848332,Healthy
SRR5947012,2.868449232491301,Healthy,4.874492543839455,Unhealthy,1.317748486751351,Healthy
SRR5935958,4.470246092031774,Healthy,5.298762067597367,Unhealthy,1.5063021307118716,Healthy
SRR5946612,6.548556454549581,Healthy,2.4158464047574775,Healthy,0.9331412196535496,Healthy
ERR209433,4.606787065003319,Healthy,5.386621355165368,Unhealthy,1.5346878566579516,Healthy
ERR209083,4.657683843613435,Healthy,5.323273612821382,Unhealthy,1.5223791358303989,Healthy
SRR5946725,11.291621042307588,Healthy,12.697293455297753,Unhealthy,3.6411791445015242,Unhealthy
SRR5946780,4.35277495083878,Healthy,5.104891208358596,Unhealthy,1.4537070119113071,Healthy
SRR5936019,1.671543046631313,Healthy,6.0612144658649045,Unhealthy,1.5350360441969197,Healthy
ERR209246,4.615961893744068,Healthy,4.552139738088097,Unhealthy,1.336422558943142,Healthy
SRR5936222,16.29217708354813,Healthy,21.027604723734942,Unhealthy,5.898538193920231,Unhealthy
ERR210601,7.341860751147506,Healthy,5.504342338476162,Unhealthy,1.7121281192257685,Unhealthy
SRR5936208,20.83540529405523,Unhealthy,11.072177612848204,Unhealthy,3.7754080687241114,Unhealthy
SRR5935769,15.53613486334343,Healthy,6.06379277337331,Unhealthy,2.292986876909069,Unhealthy
SRR5936065,3.438743428780821,Healthy,3.7661808479103245,Healthy,1.0849096533337785,Healthy
SRR5935752,11.340081175177728,Healthy,3.435744310523361,Healthy,1.4378035646918037,Healthy
SRR5936192,2.689194904174974,Healthy,6.3750836618472,Unhealthy,1.665385043801935,Healthy
SRR5946892,12.387288361238284,Healthy,9.749412809099468,Unhealthy,2.9988684261129035,Unhealthy
SRR5983380,5.463756675384645,Healthy,4.36252710087288,Unhealthy,1.337568206100615,Healthy
SRR5983354,3.197823473224674,Healthy,5.512309690930895,Unhealthy,1.4876628083704644,Healthy
SRR5946777,4.657683843613435,Healthy,5.323273612821382,Unhealthy,1.5223791358303989,Healthy
SRR5935904,13.170414387623177,Healthy,14.95007577588849,Unhealthy,4.280399668880417,Unhealthy
SRR5936105,15.436402250456029,Healthy,2.2653315912886516,Healthy,1.38277778275849,Healthy
SRR5983301,5.995538853343209,Healthy,1.054092210334527,Healthy,0.5785749672683174,Healthy
SRR5946974,2.985574451865267,Healthy,3.3952951389151558,Healthy,0.9718140031018486,Healthy
ERR210091,4.657683843613435,Healthy,5.323273612821382,Unhealthy,1.5223791358303989,Healthy
SRR5946619,21.197666021376037,Unhealthy,5.819306803384207,Unhealthy,2.544006737375695,Unhealthy
ERR210422,4.421347200275475,Healthy,5.1815590597606604,Unhealthy,1.4757143224232188,Healthy
ERR209667,4.156588552886823,Healthy,2.510157641310145,Healthy,0.8249469801579145,Healthy
SRR5946670,2.298764575104839,Healthy,4.9870682131635835,Unhealthy,1.3134447175808976,Healthy
SRR5935825,2.5886063354183233,Healthy,5.952943754906141,Unhealthy,1.5593403591978463,Healthy
SRR5946788,2.2454187475525638,Healthy,3.9010465493785116,Healthy,1.051849592815281,Healthy
SRR5936079,22.96497976128025,Unhealthy,4.734432415038846,Unhealthy,2.382136229465488,Unhealthy
SRR5935849,3.7752306214511435,Healthy,3.306177379156596,Healthy,0.9937209279499244,Healthy
SRR5947834,6.010716615013781,Healthy,4.088877864481107,Healthy,1.3022643037717416,Healthy
SRR5936081,6.989252372910608,Healthy,5.23393113201128,Unhealthy,1.6284576476247754,Healthy
SRR5935765,18.998542238577798,Unhealthy,9.916734331224397,Unhealthy,3.399854812079464,Unhealthy
SRR5935794,17.74654841138021,Healthy,33.1292522437964,Unhealthy,8.860491546729632,Unhealthy
SRR5935774,5.069026149685617,Healthy,4.499370125851321,Unhealthy,1.3486013753924924,Healthy
SRR5935920,23.432840248965697,Unhealthy,1.9027470802344486,Healthy,1.73320905597902,Unhealthy
