specie,mean,std
Streptococcus_mitis,-13.51715696923567,5.075659463702668
Lactobacillus_salivarius,-15.73383773817168,3.274802087778298
Streptococcus_anginosus_group,-15.074994761532883,3.9891005253871494
Veillonella_parvula,-10.687415186232432,6.529477742057478
Gemella_morbillorum,-16.101918407656157,2.2482953293227435
Dielma_fastidiosa,-14.77184537441685,4.175853602336657
Collinsella_aerofaciens,-3.9081931288792693,6.663420734118197
Escherichia_coli,-5.139765033695822,7.144996040450925
Eubacterium_sp_CAG_180,-11.165737320465505,7.794713993673039
Collinsella_massiliensis,-14.970165949965029,3.628464649541796
Streptococcus_gordonii,-14.674100072329727,4.372022570654266
Anaeromassilibacillus_sp_An250,-13.490200040711354,5.256615708208809
Gordonibacter_pamelaeae,-9.814314588521789,5.9805438709612115
Firmicutes_bacterium_CAG_94,-14.476156758180029,4.82454623803301
Streptococcus_vestibularis,-14.909666368362904,4.206008359079031
Peptostreptococcus_stomatis,-16.359071682477857,1.6239047980472872
Methanobrevibacter_smithii,-13.394707198219402,6.295766923371495
Streptococcus_oralis,-14.121542016042198,4.757022216627812
Solobacterium_moorei,-16.17293280743103,2.020633842315452
Collinsella_intestinalis,-12.909284078738084,5.209389002224974
Alistipes_inops,-13.678611433416426,6.085135968908472
Bifidobacterium_dentium,-14.726174791076746,4.521193688256075
Hungatella_hathewayi,-12.41067091231184,5.748249518762636
Collinsella_stercoris,-10.969269663574426,5.510408922922617
Actinomyces_odontolyticus,-14.606411287135408,4.077451889787737
Dialister_pneumosintes,-16.39049653698026,1.7012720903911223
Ruthenibacterium_lactatiformans,-5.380605894608453,5.637870695021589
Streptococcus_parasanguinis,-8.917765843956277,6.551550348264088
Fusobacterium_nucleatum,-16.410967056743967,1.511048592531662
Enorma_massiliensis,-14.39686574970773,4.279780645992766
Mogibacterium_diversum,-14.912743429583799,3.8773026546033855
Eisenbergiella_tayi,-14.17409149794967,4.849526304699783
Slackia_isoflavoniconvertens,-13.389175219509994,5.8562307955804656
Lawsonibacter_asaccharolyticus,-8.927547473445463,6.44101539444663
Clostridium_symbiosum,-12.614644877818469,5.8700122416575375
Parvimonas_micra,-15.901241823204225,2.643805158522221
Akkermansia_muciniphila,-9.680111151186102,7.994628313963781
Clostridium_sp_CAG_58,-11.538668677637157,6.859160613796026
