Id,Label
0,Butyrivibrio_crossotus
1,GGB3614_SGB4886
2,GGB1630_SGB2238
3,Paraprevotella_clara
4,Ruminococcus_bromii
5,GGB1380_SGB1883
6,Phocaeicola_vulgatus
7,GGB1146_SGB1472
8,Phocaeicola_dorei
9,GGB6608_SGB9342
10,Prevotella_sp_P4_51
11,Clostridium_sp_AF34_10BH
12,GGB4569_SGB6310
13,GGB4750_SGB6579
14,Phascolarctobacterium_succinatutens
15,Faecalibacterium_prausnitzii
16,Firmicutes_bacterium_AF16_15
17,Alistipes_putredinis
18,GGB3619_SGB4894
19,Prevotella_pectinovora
20,GGB4569_SGB6312
21,Desulfovibrio_SGB5077
22,GGB3363_SGB4448
23,Bacteroides_eggerthii
24,Roseburia_sp_AF02_12
25,Lachnospira_eligens
26,GGB4657_SGB6444
27,Blautia_wexlerae
28,GGB4558_SGB6289
29,GGB9677_SGB15180
30,Clostridium_sp_AM22_11AC
31,Candidatus_Gastranaerophilales_bacterium
32,GGB9045_SGB13947
33,Clostridium_SGB4648
34,Faecalibacillus_intestinalis
35,Roseburia_inulinivorans
36,GGB3612_SGB4882
37,Anaerostipes_hadrus
38,GGB4768_SGB6601
39,GGB51269_SGB5062
40,GGB6612_SGB9346
41,Blautia_SGB6487
42,GGB9059_SGB13976
43,GGB4558_SGB6290
44,Clostridium_sp_AM33_3
45,Barnesiella_intestinihominis
46,Faecalibacillus_faecis
47,GGB1123_SGB1437
48,Dorea_longicatena
49,GGB79634_SGB101324
50,GGB3637_SGB4930
51,Odoribacter_splanchnicus
52,Butyricimonas_faecalis
53,Candidatus_Catenibacterium_tridentinum
54,Bacteroides_xylanisolvens
55,Coprococcus_comes
56,Coprobacter_fastidiosus
57,Alistipes_finegoldii
58,GGB6565_SGB9274
59,Anaerobutyricum_hallii
60,Clostridium_fessum
61,Parabacteroides_distasonis
62,Ruminococcus_bicirculans
63,Waltera_intestinalis
64,Staphylococcus_SGB6340
65,Clostridiaceae_bacterium_AF18_31LB
66,GGB4566_SGB6305
67,Clostridium_sp_OM07_10AC
68,Clostridiales_bacterium_KLE1615
69,GGB9602_SGB15031
70,GGB79674_SGB6837
71,GGB3256_SGB4303
72,GGB9080_SGB14004
73,Clostridiaceae_bacterium_Marseille_Q4143
74,Clostridium_sp_AF36_4
75,GGB3111_SGB4123
76,GGB9713_SGB15249
77,GGB9758_SGB15368
78,GGB3277_SGB4327
79,Lacrimispora_celerecrescens
80,GGB5983_SGB70776
81,GGB4659_SGB6447
82,Roseburia_sp_BX1005
83,Dorea_formicigenerans
84,Clostridium_sp_1001270H_150608_G6
85,Oscillibacter_sp_ER4
86,GGB3627_SGB4906
87,Bacteroides_clarus
88,Eubacterium_sp_AF22_8LB
89,Clostridium_sp_AF27_2AA
90,GGB3321_SGB4395
91,GGB9691_SGB15198
92,Blautia_massiliensis
93,GGB13818_SGB6606
94,Coprococcus_eutactus
95,GGB5980_SGB8599
96,GGB3730_SGB5060
97,Anaerotignum_faecicola
98,GGB9278_SGB14230
99,Lachnospiraceae_bacterium_OM04_12BH
100,Roseburia_faecis
101,Roseburia_intestinalis
102,GGB3306_SGB4373
103,Blautia_luti
104,GGB3626_SGB4905
105,GGB79845_SGB14005
106,Clostridium_SGB4750
107,GGB4754_SGB6584
108,Clostridium_sp_AM49_4BH
109,GGB3175_SGB4191
110,Eubacterium_ventriosum
111,Lachnospiraceae_bacterium_AM48_27BH
112,Ruminococcus_torques
113,GGB1505_SGB2085
114,Oscillospiraceae_bacterium
115,Candidatus_Cibionibacter_quicibialis
116,Clostridium_SGB4909
117,GGB9172_SGB14110
118,Anaerobutyricum_soehngenii
119,Coprococcus_SGB4669
120,Bacteroides_uniformis
121,GGB80140_SGB15224
122,Fusicatenibacter_saccharivorans
123,Blautia_stercoris
124,Parabacteroides_massiliensis
125,GGB6601_SGB9333
126,Bacteroides_caccae
127,Lacrimispora_amygdalina
128,Faecalicatena_fissicatena
129,GGB9677_SGB53522
130,GGB6002_SGB8625
131,GGB9636_SGB15108
132,Haemophilus_SGB9207
133,Eubacteriaceae_bacterium
134,GGB2998_SGB3988
135,GGB9288_SGB14243
136,GGB3616_SGB4890
137,Butyricimonas_virosa
138,Eubacterium_sp_AF16_48
139,Dysosmobacter_sp_BX15
140,GGB3109_SGB4643
141,GGB79734_SGB15291
142,GGB3746_SGB5089
143,GGB3118_SGB4130
144,GGB9293_SGB14250
145,GGB9345_SGB14311
146,Vescimonas_coprocola
147,Dorea_sp_AF36_15AT
148,Clostridium_sp_AF20_17LB
149,GGB9361_SGB14336
150,GGB3653_SGB4964
151,Haemophilus_SGB14211
152,Agathobaculum_butyriciproducens
153,Lachnospiraceae_bacterium_OF09_6
154,Clostridiaceae_bacterium
155,Coprococcus_catus
156,Blautia_faecis
157,GGB9762_SGB15377
158,GGB9760_SGB15374
159,Blautia_glucerasea
160,Clostridiaceae_bacterium_Marseille_Q4145
161,GGB2970_SGB3952
162,Parabacteroides_merdae
163,GGB51884_SGB49168
164,Roseburia_hominis
165,GGB79770_SGB15022
166,GGB3588_SGB4808
167,GGB4655_SGB6442
168,GGB2983_SGB3965
169,Desulfovibrio_piger
170,Eubacterium_ramulus
171,GGB2958_SGB3940
172,GGB3654_SGB4965
173,Ligilactobacillus_ruminis
174,Gemmiger_SGB15295
175,Collinsella_SGB14861
176,Ruminococcus_sp_AF41_9
177,Enterocloster_SGB14313
178,Gemmiger_formicilis
179,Holdemanella_biformis
180,GGB33928_SGB15225
181,GGB2998_SGB3989
