"","b","hub","c"
"Streptococcus_thermophilus",0.000599445987478389,3,3
"Turicibacter_sanguinis",6.95711775380591e-05,16,2
"Fusicatenibacter_saccharivorans",0.00610577354763401,6,2
"Clostridium_disporicum",0.000303434343718196,5,5
"Actinomyces_sp_ICM47",0.00458874033949124,41,2
"Intestinibacter_bartlettii",0.00293766282798259,31,2
"Dorea_formicigenerans",1.79581574930412e-05,3,2
"Clostridium_celatum",0.0121516865702912,5,3
"Streptococcus_pasteurianus",0.0254811935577348,11,7
"Eggerthella_lenta",0.0194266269768147,7,1
"Actinomyces_sp_oral_taxon_181",0.00125914798538802,37,2
"Streptococcus_oralis",0,3,2
"Klebsiella_pneumoniae",0,2,11
"Actinomyces_sp_HPA0247",0.000230262241578356,21,2
"Streptococcus_mitis",0.0246907831618664,35,2
"Ruthenibacterium_lactatiformans",0,1,2
"Atopobium_parvulum",0.0470991377209874,40,2
"Actinomyces_sp_S6_Spd3",0.00957745747031708,40,2
"Collinsella_aerofaciens",0,1,2
"Romboutsia_ilealis",0.00300303829768706,20,2
"Bacteroides_dorei",0,1,4
"Haemophilus_parainfluenzae",0,1,19
"Odoribacter_splanchnicus",0,1,16
"Firmicutes_bacterium_CAG_110",0,1,18
"Slackia_isoflavoniconvertens",0,1,2
"Bacteroides_ovatus",2.9930262488402e-05,1,16
"Bacteroides_massiliensis",0.0101596245382252,11,1
"Parabacteroides_johnsonii",0,1,1
"Veillonella_atypica",0,1,24
"Bacteroides_finegoldii",0.00610577354763401,1,4
"Clostridium_perfringens",0,1,5
"Catenibacterium_mitsuokai",0.0012756661912013,4,2
"Alistipes_finegoldii",0.0018360119472354,1,1
"Veillonella_sp_T11011_6",0,0,24
"Holdemanella_biformis",1.79581574930412e-05,1,2
"Lawsonibacter_asaccharolyticus",0.00831037220041041,11,1
"Coprobacillus_cateniformis",0.119356990122272,11,7
"Alistipes_shahii",0,0,16
"Bifidobacterium_bifidum",0.0193356976092133,9,3
"Asaccharobacter_celatus",0.0935306691159451,13,7
"Adlercreutzia_equolifaciens",0,0,7
"Alistipes_onderdonkii",0.00514047534088405,9,4
"Hungatella_hathewayi",0.00831037220041041,10,1
"Intestinimonas_butyriciproducens",0.000762120616012568,4,1
"Gordonibacter_pamelaeae",0.0090556235620653,28,2
"Parvimonas_micra",0.00501573955116043,28,2
"Collinsella_stercoris",0.0228780556369391,13,2
"Collinsella_massiliensis",0.00326367011384079,24,2
"Roseburia_sp_CAG_471",0,0,2
"Gemella_morbillorum",0.0104478128375082,20,2
"Collinsella_intestinalis",0.00326367011384079,23,2
"Atopobium_rimae",0.00145827544805677,28,2
"Clostridium_symbiosum",0.00831037220041041,9,1
"Enterorhabdus_caecimuris",0.00399659041954291,25,2
"Firmicutes_bacterium_CAG_170",0,0,18
"Lactobacillus_salivarius",0,1,3
"Coprobacter_fastidiosus",0.00514047534088405,8,4
"Streptococcus_anginosus_group",0.000185175323015732,20,2
"Bifidobacterium_longum",0,1,2
"Lactobacillus_paragasseri",0,1,27
"Lactobacillus_gasseri",0,2,13
"Parascardovia_denticolens",0.0161989028513121,11,7
"Actinomyces_oris",0.00305539174197386,27,2
"Streptococcus_mutans",0,1,7
"Lactobacillus_crispatus",0,0,27
"Lactobacillus_delbrueckii",0,2,14
"Lactobacillus_oris",0,1,13
"Sanguibacteroides_justesenii",0.00514047534088405,7,4
"Bacteroides_salyersiae",0.00514047534088405,6,4
"Bacteroides_eggerthii",0.00902397414025321,5,1
"Parasutterella_excrementihominis",0.00698031961028628,3,1
