"","b","hub","c"
"Ruminococcus_gnavus",0,1,14
"Coprococcus_comes",0,1,26
"Ruminococcaceae_bacterium_D16",0.0476900749818592,10,1
"Blautia_sp_CAG_257",0.0196305553315954,17,3
"Flavonifractor_plautii",0.00886882205917923,2,7
"Firmicutes_bacterium_CAG_94",0.0169251166832397,13,1
"Turicibacter_sanguinis",0,1,16
"Erysipelatoclostridium_ramosum",0,8,3
"Actinomyces_sp_ICM47",0.0985648633395146,11,1
"Clostridium_spiroforme",0.0169251166832397,11,1
"Clostridium_saccharolyticum",0.0196305553315954,15,3
"Clostridium_clostridioforme",0,8,3
"Eggerthella_lenta",0.0432153511247279,2,7
"Clostridium_innocuum",0.0272944717675831,13,4
"Streptococcus_oralis",0.0196305553315954,13,3
"Klebsiella_pneumoniae",0,2,12
"Streptococcus_mitis",0.217689268725308,3,5
"Collinsella_aerofaciens",0,1,1
"Prevotella_sp_CAG_520",0.0475132482610512,8,5
"Eubacterium_siraeum",0,1,22
"Oscillibacter_sp_57_20",0,1,23
"Prevotella_stercorea",0,1,18
"Bacteroides_caccae",0,1,17
"Odoribacter_splanchnicus",0,1,20
"Firmicutes_bacterium_CAG_110",0,1,5
"Coprococcus_eutactus",0.00414541517500479,2,5
"Paraprevotella_xylaniphila",0,1,19
"Slackia_isoflavoniconvertens",4.23633717997985e-05,6,5
"Bacteroides_sp_CAG_144",0,2,10
"Parabacteroides_merdae",0,0,17
"Gemmiger_formicilis",8.06256550834476e-05,1,14
"Bifidobacterium_dentium",0,7,1
"Blautia_obeum",0,0,26
"Eubacterium_rectale",0,0,14
"Parabacteroides_johnsonii",0.0272944717675831,12,4
"Veillonella_dispar",0.140933645085866,5,5
"Veillonella_infantium",0.0019551721357736,14,6
"Veillonella_atypica",8.06256550834476e-05,2,13
"Oscillibacter_sp_CAG_241",0,0,23
"Catenibacterium_mitsuokai",0,1,25
"Streptococcus_parasanguinis",0.153515278561638,10,3
"Butyricimonas_virosa",0,0,20
"Firmicutes_bacterium_CAG_238",4.23633717997985e-05,5,5
"Eubacterium_hallii",0,2,5
"Bacteroides_fragilis",0,1,21
"Bacteroides_cellulosilyticus",0,0,18
"Holdemanella_biformis",0.00531466168811972,5,5
"Ruminococcus_bicirculans",0,0,22
"Coprobacillus_cateniformis",0.0196305553315954,11,3
"Asaccharobacter_celatus",0.0216883012174474,2,1
"Eisenbergiella_tayi",0.0272944717675831,11,4
"Adlercreutzia_equolifaciens",0,0,1
"Alistipes_onderdonkii",0,0,4
"Ruminococcaceae_bacterium_D5",0,5,3
"Hungatella_hathewayi",0.0408207691687495,3,4
"Gordonibacter_pamelaeae",0.0175763928081916,1,7
"Collinsella_stercoris",0,1,1
"Anaeromassilibacillus_sp_An250",0.0521647988389906,3,4
"Anaerotruncus_colihominis",0.00886882205917923,1,4
"Roseburia_sp_CAG_471",0.116100943320164,11,5
"Clostridium_symbiosum",0.0264935902604209,7,4
"Firmicutes_bacterium_CAG_170",0.00017468891934747,0,5
"Streptococcus_anginosus_group",0.0169251166832397,9,1
"Bifidobacterium_longum",0,1,7
"Actinomyces_oris",0.0169251166832397,8,1
"Lactobacillus_mucosae",0,5,4
"Lactobacillus_delbrueckii",0.0169251166832397,7,1
"Lactobacillus_fermentum",0.100640973957913,6,1
"Sanguibacteroides_justesenii",4.23633717997985e-05,3,5
"Parasutterella_excrementihominis",0,2,11
"Roseburia_sp_CAG_182",0.0019551721357736,12,6
"Firmicutes_bacterium_CAG_95",4.23633717997985e-05,2,5
"Clostridium_leptum",0,1,24
"Proteobacteria_bacterium_CAG_139",0,1,11
"Clostridium_citroniae",0.023244376360558,1,4
"Bacteroides_faecis",0,4,8
"Bacteroides_clarus",0,0,13
"Actinomyces_odontolyticus",0.0177376441183585,1,1
"Turicimonas_muris",0,0,11
"Bacteroides_coprocola",0,0,7
"Bacteroides_plebeius",0,0,21
"Oxalobacter_formigenes",0,5,3
"Allisonella_histaminiformans",0,2,9
"Paraprevotella_clara",0,0,19
"Dialister_sp_CAG_357",0,4,1
"Klebsiella_variicola",0,1,12
"Streptococcus_gordonii",0.0196305553315954,7,3
"Bifidobacterium_pseudocatenulatum",0.00886882205917923,0,7
"Prevotella_sp_CAG_5226",0.0414458623158131,3,5
"Firmicutes_bacterium_CAG_145",0,4,4
"Tyzzerella_nexilis",0.232121260985245,4,3
"Eisenbergiella_massiliensis",0.0559340482141417,1,4
"Clostridium_sp_CAG_242",0.0169251166832397,4,1
"Prevotella_sp_AM42_24",0.0475132482610512,5,5
"Haemophilus_sp_HMSC71H05",0,2,6
"Megasphaera_elsdenii",0,4,5
"Ruminococcus_sp_CAG_330",0.0019551721357736,11,6
"Faecalitalea_cylindroides",0,0,16
"Blautia_hydrogenotrophica",0,3,4
"Enorma_massiliensis",0,4,3
"Anaerotignum_lactatifermentans",0,4,3
"Clostridium_sp_CAG_299",0,0,13
"Cloacibacillus_evryensis",0.000814319116342822,11,2
"Pyramidobacter_piscolens",0,9,2
