"","b","hub","c"
"Bacteroides_vulgatus",0.017080779425803,32,3
"Roseburia_faecis",0.0064754062760512,32,2
"Ruminococcus_gnavus",0.0239294408185729,30,3
"Roseburia_intestinalis",0.00488931815989237,26,2
"Blautia_wexlerae",0.00168169425726996,25,3
"Eubacterium_eligens",0.0241599924733561,49,1
"Bacteroides_thetaiotaomicron",0.00889823526996802,19,3
"Faecalibacterium_prausnitzii",0.011953355769545,21,2
"Coprococcus_comes",0.0161737095473669,18,3
"Streptococcus_thermophilus",6.39181847235538e-06,12,2
"Blautia_sp_CAG_257",0.00141620099549801,32,1
"Flavonifractor_plautii",0.00803864894229451,17,3
"Lactococcus_lactis",2.87855321412368e-05,6,1
"Escherichia_coli",0.00991303205479572,47,1
"Firmicutes_bacterium_CAG_94",2.87855321412368e-05,5,1
"Turicibacter_sanguinis",0.00141620099549801,30,1
"Erysipelatoclostridium_ramosum",0.00857436126742304,39,1
"Fusicatenibacter_saccharivorans",0.0064754062760512,27,2
"Clostridium_disporicum",0.00857436126742304,38,1
"Intestinibacter_bartlettii",0.00392772077504882,17,2
"Clostridium_spiroforme",0.0195824377706306,47,1
"Dorea_formicigenerans",0.00783151785957184,13,3
"Streptococcus_salivarius",0,10,3
"Eggerthella_lenta",0.0131291008595284,23,3
"Propionibacterium_freudenreichii",0.00857436126742304,36,1
"Clostridium_innocuum",0.0296719831322486,28,3
"Ruthenibacterium_lactatiformans",0.00802379273284712,21,3
"Collinsella_aerofaciens",0.00702948453953685,25,3
"Romboutsia_ilealis",0.00107078387054211,7,3
"Eubacterium_siraeum",0.00498033175927471,12,3
"Bacteroides_uniformis",0.000439741811826473,14,2
"Roseburia_inulinivorans",0.0110165500910903,38,1
"Ruminococcus_torques",0.00413379754301158,22,2
"Bacteroides_stercoris",0.0064754062760512,21,2
"Alistipes_inops",0.000967010882428096,13,3
"Oscillibacter_sp_57_20",0.00690523317367852,27,3
"Lachnospira_pectinoschiza",0.0228477895193196,41,1
"Bacteroides_caccae",0.0296353836788797,48,1
"Parabacteroides_distasonis",0.0181093295654933,25,3
"Haemophilus_parainfluenzae",0.00108545134602962,28,1
"Odoribacter_splanchnicus",0.0079603856464897,23,1
"Coprococcus_eutactus",0.00723331257117086,10,3
"Paraprevotella_xylaniphila",0.00346127928506764,21,2
"Bacteroides_ovatus",0.00962737185149091,21,3
"Clostridium_sp_CAG_58",0.0160364888979897,18,2
"Roseburia_hominis",0.00141620099549801,26,1
"Dorea_longicatena",0.00248491276831292,10,3
"Eubacterium_sp_CAG_38",0.00166335499257843,16,2
"Parabacteroides_merdae",0.00552701830598778,22,3
"Gemmiger_formicilis",0.0158121398362983,17,2
"Blautia_obeum",0.00788807619040079,14,3
"Eubacterium_rectale",0.011209435525658,35,1
"Agathobaculum_butyriciproducens",0.0095636447067787,27,1
"Bacteroides_massiliensis",0.0416552264416745,33,1
"Parabacteroides_johnsonii",0.00295634745798064,19,3
"Bacteroides_finegoldii",0.0113157104195662,23,1
"Oscillibacter_sp_CAG_241",0.00455824250716105,18,3
"Anaerostipes_hadrus",0.0230732813926523,12,2
"Butyricimonas_virosa",0.00702607746678454,15,1
"Eubacterium_ventriosum",0.0113237617043273,27,1
"Firmicutes_bacterium_CAG_238",0.00536525860529944,30,1
"Alistipes_finegoldii",0.0074599506664569,12,3
"Coprococcus_catus",0.0027584765101265,4,3
"Eubacterium_hallii",0.00375684812550783,13,3
"Alistipes_putredinis",0.00847246069993611,11,3
"Bacteroides_cellulosilyticus",0.00797849062781872,13,3
"Eubacterium_ramulus",0.00252596970846827,6,2
"Lawsonibacter_asaccharolyticus",0.0044249533231701,5,3
"Akkermansia_muciniphila",0.00570533844671789,15,1
"Bacteroides_xylanisolvens",0.0128896101779189,18,1
"Ruminococcus_bicirculans",0.025610525121162,18,3
"Monoglobus_pectinilyticus",0.007086910931588,15,3
"Alistipes_shahii",0,13,1
"Asaccharobacter_celatus",0.00564647928168699,14,3
"Eisenbergiella_tayi",0.000752200494107674,9,3
"Adlercreutzia_equolifaciens",0.00442794893654214,11,3
